key	FZCC0015	HIMB122	HIMB1321	HIMB140	HIMB1402	HIMB1409	HIMB1412	HIMB1413	HIMB1420	HIMB1427	HIMB1430	HIMB1436	HIMB1437	HIMB1444	HIMB1456	HIMB1483	HIMB1485	HIMB1488	HIMB1490	HIMB1491	HIMB1493	HIMB1494	HIMB1495	HIMB1505	HIMB1506	HIMB1507	HIMB1509	HIMB1513	HIMB1518	HIMB1520	HIMB1521	HIMB1526	HIMB1527	HIMB1542	HIMB1549	HIMB1552	HIMB1556	HIMB1559	HIMB1564	HIMB1573	HIMB1577	HIMB1587	HIMB1593	HIMB1597	HIMB1611	HIMB1623	HIMB1631	HIMB1636	HIMB1641	HIMB1662	HIMB1685	HIMB1695	HIMB1701	HIMB1702	HIMB1709	HIMB1710	HIMB1715	HIMB1723	HIMB1746	HIMB1748	HIMB1758	HIMB1765	HIMB1770	HIMB1782	HIMB1863	HIMB2104	HIMB2187	HIMB2200	HIMB2201	HIMB2204	HIMB2211	HIMB2215	HIMB2226	HIMB2250	HIMB2305	HIMB4	HIMB5	HIMB83	HTCC1002	HTCC1013	HTCC1016	HTCC1040	HTCC1062	HTCC7211	HTCC7214	HTCC7217	HTCC8051	HTCC9022	HTCC9565	NP1	RS39	RS40
HIMB1430	0.8265600000000001	0.9523229999999999	0.800268	0.9498350000000001	0.789278	0.824596	0.7932779999999999	0.819273	0.795899	0.79743	1.0	0.791996	0.791156	0.8166370000000001	0.8201890000000001	0.79569	0.945298	0.95206	0.950529	0.949689	0.9514109999999999	0.948891	0.948314	0.798998	0.9486140000000001	0.9547329999999999	0.945181	0.9550029999999999	0.9502079999999999	0.7947839999999999	0.955018	0.9526359999999999	0.79821	0.951541	0.7992279999999999	0.952936	0.952565	0.947544	0.797083	0.945974	0.9536020000000001	0.949032	0.950797	0.9478610000000001	0.9983920000000001	0.912277	0.95218	0.9515819999999999	0.9518470000000001	0.955883	0.9420189999999999	0.94427	0.952229	0.952354	0.911679	0.953287	0.9504699999999999	0.9509449999999999	0.948041	0.952993	0.9993420000000001	0.951883	0.9508289999999999	0.9480270000000001	0.792582	0.791493	0.7915439999999999	0.7910729999999999	0.8208110000000001	0.7913079999999999	0.947152	0.7898529999999999	0.7908710000000001	0.8202349999999999	0.7807	0.799352	0.793975	0.829963	0.787316	0.7887139999999999	0.789036	0.789603	0.789465	0.8042189999999999	0.806969	0.8053239999999999	0.806095	0.805037	0.784765	0.786171	0.7891759999999999	0.7817919999999999
HIMB1436	0.7897839999999999	0.790835	0.7885420000000001	0.791656	0.810432	0.7877580000000001	0.788048	0.78955	0.791206	0.789773	0.79089	1.0	0.805523	0.7857729999999999	0.788405	0.810399	0.7887520000000001	0.791255	0.790238	0.791162	0.791536	0.789442	0.7894	0.7887000000000001	0.792444	0.789586	0.791921	0.791999	0.789958	0.7879550000000001	0.792361	0.78853	0.787002	0.791446	0.788216	0.787817	0.789346	0.790648	0.791705	0.7919240000000001	0.790802	0.790508	0.789957	0.789974	0.7901609999999999	0.7910720000000001	0.7901560000000001	0.7885070000000001	0.788586	0.7922750000000001	0.790825	0.791207	0.7897419999999999	0.7895059999999999	0.790091	0.789068	0.7925669999999999	0.79042	0.7914230000000001	0.789	0.790579	0.790893	0.790252	0.79093	0.8109090000000001	0.81219	0.918798	0.814113	0.789113	0.810483	0.7931919999999999	0.811072	0.9218999999999999	0.789647	0.780888	0.7893330000000001	0.7913519999999999	0.7894	0.7835909999999999	0.781556	0.7846219999999999	0.781982	0.782213	0.7883159999999999	0.7900929999999999	0.790115	0.7880790000000001	0.7857170000000001	0.784314	0.780478	0.909643	0.782054
HIMB1437	0.7920619999999999	0.793425	0.788717	0.793257	0.9381919999999999	0.7893720000000001	0.791477	0.791044	0.7898430000000001	0.789465	0.7966580000000001	0.806637	1.0	0.790354	0.789845	0.814309	0.792454	0.791486	0.7941800000000001	0.792122	0.790337	0.7927160000000001	0.793726	0.789403	0.792829	0.791322	0.791445	0.793919	0.7907040000000001	0.7898149999999999	0.7948869999999999	0.792775	0.7884059999999999	0.79059	0.789325	0.792497	0.794485	0.7896569999999999	0.7880119999999999	0.792812	0.795388	0.7908740000000001	0.794905	0.7897320000000001	0.7944960000000001	0.791715	0.794361	0.7939660000000001	0.793415	0.794627	0.791805	0.7913079999999999	0.790648	0.793976	0.793358	0.79362	0.793296	0.7933910000000001	0.792814	0.793377	0.795887	0.794038	0.790569	0.793063	0.945856	0.944645	0.8095990000000001	0.940856	0.7891630000000001	0.9386969999999999	0.7925530000000001	0.942065	0.809404	0.79172	0.7786839999999999	0.789304	0.789384	0.7890989999999999	0.781632	0.782683	0.781511	0.7832729999999999	0.7835120000000001	0.794113	0.791312	0.788821	0.7874410000000001	0.789769	0.782952	0.782574	0.8072020000000001	0.7796930000000001
HIMB1444	0.898377	0.816323	0.7922870000000001	0.8179219999999999	0.78908	0.914247	0.7927500000000001	0.912022	0.790518	0.7897190000000001	0.818328	0.785389	0.789793	1.0	0.9030429999999999	0.7947150000000001	0.8187820000000001	0.818204	0.821622	0.8205509999999999	0.8180339999999999	0.81758	0.817498	0.790316	0.817927	0.816973	0.817928	0.81851	0.817739	0.7905989999999999	0.81769	0.815345	0.791986	0.81719	0.7914749999999999	0.8148820000000001	0.8163039999999999	0.8183450000000001	0.78929	0.816793	0.81819	0.819079	0.814897	0.818098	0.8181059999999999	0.816699	0.818414	0.81499	0.8158190000000001	0.816112	0.8151220000000001	0.817037	0.816866	0.815725	0.816993	0.8151600000000001	0.817307	0.8170740000000001	0.8174779999999999	0.816124	0.8188979999999999	0.819391	0.818469	0.8175539999999999	0.787791	0.788063	0.7896500000000001	0.79118	0.91204	0.787243	0.815659	0.787124	0.789785	0.911524	0.780081	0.790309	0.7905979999999999	0.8907980000000001	0.784259	0.785432	0.784831	0.783258	0.785654	0.807624	0.805922	0.8057110000000001	0.8040980000000001	0.802435	0.7838670000000001	0.786113	0.790711	0.779361
HIMB1456	0.915348	0.820144	0.798848	0.822166	0.79086	0.9125329999999999	0.791392	0.9097719999999999	0.791435	0.791114	0.821782	0.7913840000000001	0.789837	0.903403	1.0	0.7976000000000001	0.8222	0.819115	0.82369	0.822295	0.822424	0.8211780000000001	0.821268	0.795225	0.819696	0.820503	0.820375	0.8215779999999999	0.822243	0.79089	0.8218030000000001	0.819789	0.798245	0.820913	0.7993770000000001	0.820575	0.821485	0.82215	0.791371	0.820576	0.8219970000000001	0.821403	0.8213280000000001	0.821465	0.8201560000000001	0.820591	0.822464	0.822286	0.821195	0.821215	0.817971	0.820178	0.8216540000000001	0.8211419999999999	0.8226439999999999	0.8220310000000001	0.821212	0.821584	0.822613	0.82171	0.821226	0.823164	0.822307	0.8217659999999999	0.790531	0.7921299999999999	0.791359	0.791671	0.9053629999999999	0.7871980000000001	0.819981	0.790253	0.791931	0.9204300000000001	0.779986	0.7964669999999999	0.792035	0.9105540000000001	0.788999	0.7891079999999999	0.788265	0.786834	0.78814	0.811057	0.81033	0.809634	0.80908	0.8017340000000001	0.785137	0.786392	0.794001	0.7814700000000001
HIMB1483	0.8003180000000001	0.797191	0.7962250000000001	0.8001590000000001	0.8162130000000001	0.796771	0.793404	0.797526	0.7968899999999999	0.796492	0.796415	0.806711	0.812939	0.7978149999999999	0.79794	1.0	0.799677	0.796373	0.8010550000000001	0.7981050000000001	0.795365	0.7985760000000001	0.797885	0.7956399999999999	0.79659	0.7964279999999999	0.797226	0.798712	0.795934	0.7950360000000001	0.798395	0.797658	0.7965139999999999	0.796633	0.795969	0.798131	0.797313	0.797226	0.793755	0.798129	0.797161	0.798237	0.799154	0.797313	0.796397	0.7979900000000001	0.797104	0.798473	0.796963	0.7964709999999999	0.796998	0.7985639999999999	0.796323	0.79818	0.797193	0.797455	0.79765	0.798569	0.79826	0.7981229999999999	0.796319	0.797938	0.794988	0.79848	0.8173950000000001	0.815643	0.809366	0.815057	0.795818	0.8136969999999999	0.797396	0.8165770000000001	0.808296	0.8003610000000001	0.7787109999999999	0.795179	0.795514	0.7995	0.7854009999999999	0.78687	0.788186	0.78583	0.78561	0.7966289999999999	0.7981480000000001	0.796555	0.794385	0.795364	0.787623	0.784187	0.812388	0.7824509999999999
HIMB1485	0.8296290000000001	0.944987	0.799523	0.9451189999999999	0.7922870000000001	0.826266	0.796167	0.823956	0.797647	0.79838	0.943956	0.789563	0.793083	0.817964	0.822842	0.799829	1.0	0.94518	0.948352	0.9459780000000001	0.9428310000000001	0.949576	0.949145	0.799553	0.9413009999999999	0.9442400000000001	0.941036	0.944027	0.9426519999999999	0.796598	0.946713	0.9438169999999999	0.794936	0.9456709999999999	0.7987810000000001	0.944547	0.945463	0.942898	0.7964579999999999	0.94401	0.943616	0.943507	0.9454670000000001	0.94297	0.943687	0.911174	0.944807	0.946235	0.946031	0.944027	0.9401949999999999	0.9414319999999999	0.944035	0.944717	0.9131579999999999	0.945959	0.9469920000000001	0.945998	0.94556	0.945048	0.944199	0.944894	0.94324	0.9501470000000001	0.79511	0.7939029999999999	0.7911539999999999	0.792199	0.822765	0.792814	0.945477	0.793121	0.793055	0.822797	0.78142	0.798999	0.796273	0.8264400000000001	0.792296	0.7903629999999999	0.790959	0.7913030000000001	0.789539	0.804815	0.808883	0.804082	0.8079519999999999	0.8062739999999999	0.788736	0.789245	0.7934220000000001	0.7812300000000001
HIMB1488	0.82467	0.95048	0.798222	0.945832	0.793993	0.8236709999999999	0.793683	0.819102	0.7967489999999999	0.79849	0.9522839999999999	0.791892	0.7916030000000001	0.816729	0.8190120000000001	0.7979170000000001	0.946527	1.0	0.947941	0.947266	0.9459139999999999	0.948288	0.948296	0.7989019999999999	0.9516070000000001	0.951879	0.94593	0.948866	0.94674	0.795069	0.950375	0.949438	0.7955960000000001	0.946977	0.7961020000000001	0.949831	0.948528	0.9468770000000001	0.796224	0.943286	0.951	0.949765	0.947157	0.947627	0.950485	0.9113460000000001	0.9507429999999999	0.9493779999999999	0.950129	0.9492400000000001	0.9378489999999999	0.9405119999999999	0.9480270000000001	0.948683	0.91164	0.949006	0.948994	0.949007	0.9453440000000001	0.9490909999999999	0.9510930000000001	0.9484619999999999	0.945361	0.947479	0.792046	0.792324	0.789432	0.793797	0.818584	0.790526	0.9563710000000001	0.791704	0.7905719999999999	0.821057	0.7818550000000001	0.798412	0.799773	0.8243590000000001	0.788961	0.788894	0.788559	0.789511	0.788963	0.8040949999999999	0.805145	0.8044549999999999	0.807007	0.805022	0.786614	0.785864	0.792457	0.7826179999999999
HIMB1490	0.830607	0.950046	0.79962	0.951703	0.791909	0.8261769999999999	0.792662	0.823685	0.797641	0.796811	0.951696	0.78972	0.795748	0.821211	0.823685	0.799878	0.947967	0.9475579999999999	1.0	0.9999800000000001	0.954217	0.952864	0.95285	0.798805	0.949305	0.9545210000000001	0.945514	0.951628	0.9551479999999999	0.797667	0.951584	0.9534	0.7956399999999999	0.951362	0.8002410000000001	0.952797	0.9542480000000001	0.952403	0.7968940000000001	0.94841	0.9534279999999999	0.952037	0.953795	0.9512550000000001	0.953042	0.918831	0.9518380000000001	0.954111	0.954935	0.954967	0.9464929999999999	0.945318	0.950812	0.954395	0.919743	0.954038	0.948809	0.9523969999999999	0.9507030000000001	0.953827	0.9521580000000001	0.9534900000000001	0.9551529999999999	0.95207	0.794117	0.796886	0.7921290000000001	0.794957	0.8243250000000001	0.791728	0.949087	0.7935840000000001	0.791191	0.823587	0.783188	0.7982250000000001	0.796334	0.830754	0.7935030000000001	0.792467	0.792219	0.791825	0.7934910000000001	0.8030200000000001	0.808756	0.8071670000000001	0.809199	0.805577	0.7883830000000001	0.788926	0.7949630000000001	0.781789
HIMB1491	0.831221	0.949654	0.797059	0.947964	0.7933060000000001	0.824791	0.79199	0.8237000000000001	0.797701	0.7976009999999999	0.9494029999999999	0.789726	0.791721	0.820279	0.821494	0.798413	0.947585	0.947391	0.999134	1.0	0.950927	0.9495399999999999	0.950058	0.797625	0.949109	0.9521649999999999	0.9430029999999999	0.950128	0.951032	0.7945019999999999	0.951119	0.9517279999999999	0.79464	0.951101	0.799423	0.950489	0.951088	0.949005	0.798937	0.947507	0.9524320000000001	0.949074	0.953318	0.9483969999999999	0.950207	0.913249	0.949228	0.952321	0.9527939999999999	0.9512959999999999	0.943786	0.9417260000000001	0.949827	0.951206	0.9124410000000001	0.952343	0.949453	0.9503860000000001	0.949498	0.9516030000000001	0.95	0.9491970000000001	0.950873	0.9477410000000001	0.79416	0.793726	0.791634	0.794165	0.8203820000000001	0.793325	0.9457819999999999	0.7933119999999999	0.7893370000000001	0.822738	0.780858	0.797465	0.796507	0.829689	0.7887820000000001	0.789921	0.792317	0.787915	0.78982	0.803767	0.80598	0.80485	0.8092239999999999	0.805449	0.786365	0.78837	0.7925279999999999	0.782853
HIMB1493	0.826872	0.95194	0.801002	0.947781	0.793034	0.822613	0.794457	0.82132	0.798009	0.795973	0.950454	0.790737	0.7935949999999999	0.8187949999999999	0.821422	0.7969670000000001	0.9431489999999999	0.94772	0.952639	0.952143	1.0	0.94848	0.948828	0.799101	0.947809	0.9495359999999999	0.944979	0.953897	0.9999290000000001	0.795903	0.9550109999999999	0.954224	0.7994499999999999	0.954512	0.7992619999999999	0.954112	0.9554309999999999	0.9472400000000001	0.794192	0.945991	0.948651	0.9471630000000001	0.953797	0.947723	0.9506279999999999	0.912099	0.948506	0.954332	0.9552160000000001	0.952089	0.941576	0.942434	0.952722	0.954723	0.913934	0.954353	0.949272	0.954001	0.950004	0.955685	0.9511790000000001	0.9533119999999999	0.999993	0.9473090000000001	0.79361	0.792909	0.7912659999999999	0.792218	0.820103	0.7915040000000001	0.946474	0.792675	0.792277	0.819931	0.781014	0.7983629999999999	0.7946259999999999	0.830202	0.792914	0.792377	0.790921	0.789474	0.790888	0.803651	0.805248	0.805103	0.808056	0.804868	0.786092	0.78782	0.791588	0.781814
